20335000,99500,1000,P,T,0
25416000,99200,120,P,F,0
25469000,100000,100,P,T,0
25528000,99500,100,P,T,0
25528000,99300,100,P,T,0
25528000,99200,100,P,T,0
25678000,100000,200,P,T,0
25678000,100000,300,P,T,0
25686000,100000,100,P,T,0
27032000,100000,100,P,T,0
27032000,100000,400,P,T,0
27550000,99900,1200,T,F,0
28253000,99900,200,T,F,0
28307000,99900,100,T,F,0
28452000,100000,500,P,T,0
28800000,99700,1600,P,T,0
28800000,99500,100,P,,0
28800000,99500,5027,P,,0
28800000,99600,1500,T,F,0
29316000,99800,100,P,F,0
29316000,99900,100,P,F,0
29316000,99900,300,P,F,0
29316000,99900,200,P,F,0
29316000,99900,100,P,F,0
29316000,99900,200,P,F,0
29408000,99900,4751,P,F,0
29408000,99900,100,P,F,0
29408000,99900,100,P,F,0
29408000,99900,100,P,F,0
29516000,99900,4900,K,T,0
29516000,99900,249,P,F,0
29516000,99900,100,P,F,0
29516000,99600,300,T,F,0
29516000,99600,300,P,F,0
29516000,99600,100,P,F,0
29645000,99800,100,P,F,0
29645000,99800,900,P,F,0
29848000,99600,100,P,T,0
30012000,99500,2000,K,T,0
30038000,99500,4924,P,T,0
30038000,99500,250,P,T,0
30038000,99500,6500,K,T,0
30038000,99500,100,T,F,0
30048000,99400,1000,P,T,0
30048000,99400,800,K,T,0
30245000,99400,20000,P,F,0
30627000,99200,280,P,T,0
30627000,99200,1220,P,T,0
30713000,99200,300,P,T,0
30939000,99200,10480,P,,0
30939000,99200,100,P,T,0
30939000,99200,500,P,T,0
30939000,99200,1000,P,T,0
30939000,99200,3000,K,T,0
30939000,99200,300,T,F,0
31227000,99200,996,P,T,0
31250000,99000,500,P,T,0
31264000,99000,300,P,T,0
31276000,99000,300,P,T,0
31289000,99000,300,P,T,0
31307000,99200,296,P,T,0
31307000,99200,1704,T,F,0
31341000,99200,100,T,F,0
31342000,99200,100,T,F,0
31887000,99300,300,P,F,0
31891000,99300,200,P,F,0
32058000,99200,100,P,T,0
32436000,99100,300,T,F,0
32436000,99100,700,P,F,0
32518000,99100,100,P,F,0
32532000,99200,100,P,F,0
32532000,99200,804,P,F,0
32616000,99200,100,P,T,0
32722000,99200,100,P,T,0
32722000,99200,2400,P,T,0
32764000,99100,100,T,F,0
32973000,99200,100,T,F,0
32973000,99200,100,P,F,0
32973000,99200,100,P,F,0
32973000,99200,800,P,F,0
32973000,99200,100,P,F,0
32973000,99200,800,P,F,0
32989000,99200,100,P,T,0
33034000,99200,100,P,T,0
33034000,99200,100,P,T,0
33034000,99200,769,P,T,0
33102000,99200,100,P,F,0
33102000,99200,100,P,F,0
33102000,99200,100,P,F,0
33102000,99200,100,P,F,0
33102000,99200,100,P,F,0
33102000,99200,100,P,F,0
33161000,99200,100,P,T,0
33161000,99200,1900,P,T,0
33215000,99200,100,P,T,0
33237000,99200,100,P,T,0
33237000,99200,3900,P,T,0
33277000,99200,100,P,T,0
33278000,99200,100,P,T,0
33278000,99200,100,P,T,0
33281000,99200,100,P,T,0
33283000,99200,100,P,T,0
33284000,99200,100,P,T,0
33347000,99200,100,P,F,0
33347000,99200,100,P,F,0
33347000,99200,200,P,F,0
33347000,99200,100,P,F,0
33366000,99200,200,P,T,0
33380000,99200,100,P,T,0
33380000,99200,100,P,T,0
33430000,99200,100,P,T,0
33430000,99200,200,P,T,0
33430000,99200,200,P,T,0
33662000,99200,200,P,T,0
33662000,99200,100,P,T,0
33662000,99200,200,P,T,0
33739000,99200,225,P,T,0
33891000,99200,500,P,T,0
33895000,99200,100,T,F,0
33895000,99200,100,P,F,0
33895000,99200,100,P,F,0
33895000,99200,100,P,F,0
33896000,99200,100,P,T,0
33896000,99200,900,P,T,0
33903000,99200,100,P,F,0
33903000,99200,100,P,F,0
33903000,99200,450,P,F,0
33918000,99200,100,P,T,0
33918000,99200,100,P,T,0
33918000,99200,500,P,T,0
34080000,99100,500,T,T,0
34080000,99100,100,T,T,0
34080000,99100,1200,P,T,0
34080000,99100,2000,P,T,0
34080000,99100,500,T,T,0
34080000,99200,200,T,F,0
34080000,99100,3000,P,F,0
34080000,99200,100,P,F,0
34080000,99200,1000,P,F,0
34140000,99100,100,T,F,0
34200000,99000,180,T,F,0
34200000,99200,100,P,T,0
34200000,99200,500,P,T,0
34200000,99200,800,P,T,0
34200000,99300,3906,T,O,0
34200000,99300,3906,T,Q,0
34201000,99100,100,P,Q,0
34201000,99100,100,P,F,0
34201000,99000,134,K,@,0
34202000,99100,100,T,@,0
34203000,99000,400,K,F,0
34204000,99000,300,T,F,0
34204000,99000,700,T,F,0
34204000,99000,400,K,F,0
34204000,99000,500,T,F,0
34204000,99000,320,T,F,0
34206000,99200,100,P,@,0
34207000,99100,500,T,@,0
34210000,99100,300,T,F,0
34222000,99000,500,P,@,0
34222000,99000,700,T,F,0
34222000,99000,100,B,F,0
34222000,99000,100,J,F,0
34222000,99000,100,J,F,0
34222000,99000,100,Y,F,0
34224000,99000,220,T,F,0
34224000,99000,100,T,F,0
34224000,99000,100,B,@,0
34224000,99000,300,P,@,0
34224000,99000,100,T,@,0
34224000,99000,100,T,@,0
34224000,99000,100,J,@,0
34224000,99000,100,T,@,0
34224000,99000,100,J,@,0
34224000,99000,100,P,F,0
34224000,99000,300,P,F,0
34224000,99000,100,T,@,0
34224000,99100,500,T,@,0
34224000,99100,100,T,@,0
34224000,99100,100,T,@,0
34224000,99000,100,D,@,0
34224000,99000,100,Y,@,0
34226000,99200,100,P,@,0
34226000,99000,100,D,@,0
34259000,99200,177306,N,O,0
34259000,99100,500,N,@,0
34259000,99100,100,P,@,0
34259000,99100,100,T,@,0
34259000,99100,100,T,@,0
34259000,99100,100,P,@,0
34259000,99100,100,P,@,0
34259000,99100,100,T,@,0
34259000,99200,100,B,F,0
34259000,99100,200,N,F,0
34259000,99100,100,N,F,0
34259000,99100,100,N,F,0
34259000,99200,600,N,@,0
34259000,99100,100,K,F,0
34259000,99100,9380,N,F,0
34259000,99000,100,P,@,0
34259000,99100,100,T,@,0
34259000,99100,100,P,F,0
34259000,99100,100,T,@,0
34259000,99100,400,T,@,0
34259000,99100,100,T,@,0
34259000,99100,100,T,@,0
34259000,99100,100,N,@,0
34259000,99100,100,Y,@,0
34259000,99100,100,J,F,0
34259000,99100,100,J,F,0
34259000,99100,400,N,@,0
34259000,99100,400,T,F,0
34259000,99100,400,T,F,0
34259000,99100,100,T,F,0
34259000,99100,100,J,F,0
34259000,99100,400,K,@,0
34259000,99100,100,K,F,0
34259000,99100,100,J,F,0
34259000,99100,100,K,F,0
34259000,99100,100,K,F,0
34259000,99100,100,J,F,0
34259000,99100,100,P,F,0
34259000,99100,300,K,@,0
34259000,99100,318,T,F,0
34259000,99200,350,D,4,0
34259000,99200,200,D,4,0
34259000,99100,500,D,@,0
34259000,99100,100,D,@,0
34259000,99100,500,D,@,0
34259000,99100,1700,D,@,0
34259000,99200,1900,D,4,0
34259000,99100,500,D,@,0
34259000,99100,600,D,@,0
34259000,99100,275,D,@,0
34259000,99100,600,D,@,0
34259000,99100,100,P,F,0
34259000,99100,100,P,F,0
34259000,99100,100,K,F,0
34259000,99000,100,B,@,0
34259000,99100,100,P,F,0
34259000,99100,100,T,F,0
34259000,99100,200,T,F,0
34259000,99100,100,T,F,0
34259000,99100,100,K,@,0
34259000,99100,100,T,F,0
34259000,99100,200,K,F,0
34260000,99000,100,D,F,0
34260000,99100,100,P,F,0
34260000,99100,100,T,F,0
34260000,99100,100,T,F,0
34260000,99100,300,N,@,0
34260000,99100,100,N,@,0
34260000,99100,100,N,@,0
34260000,99100,100,D,@,0
34260000,99100,100,D,@,0
34261000,99000,100,B,@,0
34261000,99000,500,D,@,0
34261000,99100,100,T,@,0
34261000,99100,200,T,@,0
34261000,99100,100,T,@,0
34261000,99100,100,Z,@,0
34261000,99100,100,Z,F,0
34261000,99100,300,Z,F,0
34261000,99100,100,Z,F,0
34261000,99100,100,D,@,0
34261000,99100,100,D,@,0
34261000,99100,300,D,@,0
34261000,99100,100,D,@,0
34261000,99100,100,D,@,0
34264000,99100,2100,N,@,0
34264000,99100,100,T,F,0
34264000,99100,200,T,F,0
34264000,99100,100,Z,F,0
34264000,99100,100,Z,@,0
34264000,99100,100,K,F,0
34264000,99100,100,Z,@,0
34264000,99100,300,Z,@,0
34264000,99100,100,Z,@,0
34264000,99100,100,B,F,0
34264000,99100,500,Z,@,0
34264000,99100,100,Z,F,0
34264000,99100,300,P,@,0
34264000,99100,100,P,@,0
34264000,99100,100,P,@,0
34264000,99100,100,Z,@,0
34264000,99100,300,T,F,0
34264000,99100,100,J,@,0
34264000,99100,100,T,F,0
34264000,99100,100,T,F,0
34264000,99100,100,T,F,0
34264000,99100,100,T,F,0
34264000,99000,425,D,@,0
34264000,99100,100,P,@,0
34264000,99000,100,B,F,0
34264000,99000,100,B,F,0
34264000,99000,100,J,@,0
34264000,99000,100,J,@,0
34264000,99000,100,J,@,0
34264000,99000,200,J,@,0
34264000,99000,100,P,F,0
34267000,99100,100,J,F,0
34267000,99100,300,N,@,0
34267000,99100,100,T,@,0
34267000,99100,100,T,@,0
34267000,99100,100,D,@,0
34267000,99100,300,N,@,0
34268000,99100,100,P,@,0
34268000,99100,100,P,@,0
34268000,99100,500,P,@,0
34268000,99100,200,N,F,0
34268000,99100,100,J,F,0
34268000,99100,200,K,F,0
34268000,99100,100,J,F,0
34268000,99100,100,K,F,0
34268000,99100,100,J,F,0
34268000,99100,100,D,@,0
34268000,99100,400,D,@,0
34268000,99100,100,C,F,0
34268000,99000,100,D,@,0
34268000,99000,250,D,@,0
34268000,99100,100,P,F,0
34268000,99100,500,N,F,0
34268000,99100,200,K,F,0
34269000,99000,400,D,@,0
34269000,99000,950,D,@,0
34269000,99000,500,D,@,0
34269000,99000,100,D,@,0
34269000,99000,500,D,@,0
34269000,99100,300,N,F,0
34269000,99100,100,D,@,0
34269000,99100,100,D,@,0
34269000,99100,100,N,F,0
34269000,99100,200,T,F,0
34269000,99100,200,T,F,0
34269000,99100,548,N,F,0
34270000,99100,100,D,@,0
34275000,99100,100,P,F,0
34276000,99000,500,D,@,0
34277000,99100,100,K,@,0
34277000,99100,100,P,@,0
34277000,99100,100,T,@,0
34286000,99200,1200,D,@,0
34286000,99100,100,P,F,0
34292000,99100,2600,N,@,0
34292000,99100,100,P,F,0
34292000,99100,100,P,F,0
34292000,99100,100,P,F,0
34292000,99100,900,P,F,0
34292000,99100,100,P,F,0
34292000,99100,100,P,F,0
34292000,99100,100,T,F,0
34292000,99100,200,T,F,0
34292000,99100,100,T,F,0
34292000,99100,100,T,F,0
34292000,99100,400,T,F,0
34292000,99100,100,J,F,0
34292000,99100,400,J,F,0
34292000,99100,100,T,F,0
